City,Location,Month,Neighborhood,Id
San Francisco,"(37.767477874056496, -122.41983438880575)",9,Mission,access_denial
San Francisco,"(37.762374066158976, -122.42376329157455)",9,Mission,nuisance
San Francisco,"(37.752421188414196, -122.40533837831623)",9,Mission,nuisance
San Francisco,"(37.752421188414196, -122.40533837831623)",9,Mission,nuisance
San Francisco,"(37.752421188414196, -122.40533837831623)",9,Mission,nuisance
San Francisco,"(37.752421188414196, -122.40533837831623)",9,Mission,nuisance
San Francisco,"(37.76689312830399, -122.41710224411949)",9,Mission,ellis_act_withdrawal
San Francisco,"(37.76689312830399, -122.41710224411949)",9,Mission,ellis_act_withdrawal
San Francisco,"(37.76689312830399, -122.41710224411949)",9,Mission,ellis_act_withdrawal
San Francisco,"(37.76689312830399, -122.41710224411949)",9,Mission,ellis_act_withdrawal
San Francisco,"(37.76689312830399, -122.41710224411949)",9,Mission,ellis_act_withdrawal
San Francisco,"(37.76103144312304, -122.41935164241879)",9,Mission,breach
San Francisco,"(37.76103144312304, -122.41935164241879)",9,Mission,nuisance
San Francisco,"(37.75330650171886, -122.41409077846745)",9,Mission,owner _move_in
San Francisco,"(37.75156765292331, -122.41625553211789)",9,Mission,breach
San Francisco,"(37.75156765292331, -122.41625553211789)",9,Mission,non_pay
San Francisco,"(37.75110359992124, -122.42397809070268)",9,Mission,owner _move_in
San Francisco,"(37.74828587712962, -122.4170442588129)",9,Mission,owner _move_in
C,"(37.75050064337026, -122.40713121171851)",9,Mission,access_denial
San Francisco,"(37.766134387859374, -122.42193507690048)",8,Mission,nuisance
San Francisco,"(37.755275508947285, -122.42040544835243)",8,Mission,breach
San Francisco,"(37.755275508947285, -122.42040544835243)",8,Mission,breach
San Francisco,"(37.753710753422375, -122.4073009032697)",8,Mission,ellis_act_withdrawal
San Francisco,"(37.750356200703834, -122.42207637560729)",8,Mission,ellis_act_withdrawal
San Francisco,"(37.750356200703834, -122.42207637560729)",8,Mission,ellis_act_withdrawal
San Francisco,"(37.76103144312304, -122.41935164241879)",8,Mission,non_pay
San Francisco,"(37.76103144312304, -122.41935164241879)",8,Mission,nuisance
San Francisco,"(37.75637162201845, -122.41657413490077)",8,Mission,ellis_act_withdrawal
San Francisco,"(37.75637162201845, -122.41657413490077)",8,Mission,ellis_act_withdrawal
San Francisco,"(37.75637162201845, -122.41657413490077)",8,Mission,ellis_act_withdrawal
San Francisco,"(37.75354398885274, -122.41007418626837)",8,Mission,ellis_act_withdrawal
San Francisco,"(37.75349010461638, -122.41097242399027)",8,Mission,non_pay
San Francisco,"(37.75205045783082, -122.40818188806685)",8,Mission,breach
San Francisco,"(37.75205045783082, -122.40818188806685)",8,Mission,nuisance
San Francisco,"(37.75150131972386, -122.4173483305757)",8,Mission,nuisance
San Francisco,"(37.74950354264915, -122.42382251280321)",8,Mission,owner _move_in
San Francisco,"(37.767477874056496, -122.41983438880575)",7,Mission,nuisance
San Francisco,"(37.766134387859374, -122.42193507690048)",7,Mission,nuisance
San Francisco,"(37.752421188414196, -122.40533837831623)",7,Mission,nuisance
San Francisco,"(37.77269482407448, -122.42218826152258)",7,Mission,nuisance
San Francisco,"(37.77269482407448, -122.42218826152258)",7,Mission,nuisance
San Francisco,"(37.77269482407448, -122.42218826152258)",7,Mission,nuisance
San Francisco,"(37.77101926183454, -122.4238705491714)",7,Mission,owner _move_in
San Francisco,"(37.77031049537245, -122.42451925171055)",7,Mission,breach
San Francisco,"(37.76838355251444, -122.41724951551784)",7,Mission,nuisance
San Francisco,"(37.76103144312304, -122.41935164241879)",7,Mission,nuisance
San Francisco,"(37.75453437847031, -122.40790086855988)",7,Mission,ellis_act_withdrawal
San Francisco,"(37.75453437847031, -122.40790086855988)",7,Mission,ellis_act_withdrawal
San Francisco,"(37.75436287624382, -122.42321608804667)",7,Mission,breach
San Francisco,"(37.75169997912014, -122.41407486280637)",7,Mission,owner _move_in
San Francisco,"(37.75169997912014, -122.41407486280637)",7,Mission,owner _move_in
San Francisco,"(37.754314748339425, -122.40973144584623)",6,Mission,breach
San Francisco,"(37.754314748339425, -122.40973144584623)",6,Mission,late _payments
San Francisco,"(37.750286898748776, -122.41080333339201)",6,Mission,owner _move_in
San Francisco,"(37.77269482407448, -122.42218826152258)",6,Mission,nuisance
San Francisco,"(37.76187977964586, -122.41771988172427)",6,Mission,capital _improvement
San Francisco,"(37.75796959766978, -122.41672705326498)",6,Mission,condo _conversion
San Francisco,"(37.75673607708905, -122.41051893215395)",6,Mission,owner _move_in
San Francisco,"(37.75598162320782, -122.42212261001781)",6,Mission,owner _move_in
San Francisco,"(37.75299052904089, -122.40681364075373)",6,Mission,ellis_act_withdrawal
San Francisco,"(37.75244836363184, -122.42150560125395)",6,Mission,owner _move_in
San Francisco,"(37.74828587712962, -122.4170442588129)",6,Mission,owner _move_in
San Francisco,"(37.7544947869124, -122.42095709677592)",6,Mission,owner _move_in
San Francisco,"(37.758240926644646, -122.42462241904953)",5,Mission,nuisance
San Francisco,"(37.754142688199224, -122.41258885577732)",5,Mission,owner _move_in
San Francisco,"(37.750286898748776, -122.41080333339201)",5,Mission,owner _move_in
San Francisco,"(37.77269482407448, -122.42218826152258)",5,Mission,nuisance
San Francisco,"(37.76760951442361, -122.41765482004834)",5,Mission,ellis_act_withdrawal
San Francisco,"(37.76760951442361, -122.41765482004834)",5,Mission,ellis_act_withdrawal
San Francisco,"(37.76760951442361, -122.41765482004834)",5,Mission,ellis_act_withdrawal
San Francisco,"(37.76755547145811, -122.41854832722962)",5,Mission,capital _improvement
San Francisco,"(37.76755547145811, -122.41854832722962)",5,Mission,capital _improvement
San Francisco,"(37.75940949547275, -122.42288706611568)",5,Mission,owner _move_in
San Francisco,"(37.75678063110821, -122.42221884415409)",5,Mission,non_pay
San Francisco,"(37.75656053014435, -122.41343943585935)",5,Mission,owner _move_in
San Francisco,"(37.75482966187677, -122.4154656891369)",5,Mission,condo _conversion
San Francisco,"(37.75436287624382, -122.42321608804667)",5,Mission,ellis_act_withdrawal
San Francisco,"(37.75364846028062, -122.40833485417502)",5,Mission,non_pay
San Francisco,"(37.75330650171886, -122.41409077846745)",5,Mission,ellis_act_withdrawal
San Francisco,"(37.769075752199996, -122.42078863621703)",4,Mission,breach
San Francisco,"(37.750107545940956, -122.41377922895623)",4,Mission,owner _move_in
San Francisco,"(37.76410441015297, -122.42187797415559)",4,Mission,nuisance
San Francisco,"(37.75349010461638, -122.41097242399027)",4,Mission,ellis_act_withdrawal
San Francisco,"(37.75349010461638, -122.41097242399027)",4,Mission,ellis_act_withdrawal
San Francisco,"(37.75349010461638, -122.41097242399027)",4,Mission,ellis_act_withdrawal
San Francisco,"(37.74918849324808, -122.4116385513806)",4,Mission,breach
San Francisco,"(37.74918849324808, -122.4116385513806)",4,Mission,breach
San Francisco,"(37.77031049537245, -122.42451925171055)",3,Mission,nuisance
San Francisco,"(37.76838355251444, -122.41724951551784)",3,Mission,breach
San Francisco,"(37.76437320954438, -122.41747849169744)",3,Mission,breach
San Francisco,"(37.76437320954438, -122.41747849169744)",3,Mission,nuisance
San Francisco,"(37.76274436143805, -122.41983431805987)",3,Mission,nuisance
San Francisco,"(37.75956146659308, -122.4170181339858)",3,Mission,owner _move_in
San Francisco,"(37.75490336012505, -122.41424157675381)",3,Mission,non_pay
San Francisco,"(37.75450309002492, -122.42081913269303)",3,Mission,nuisance
San Francisco,"(37.75353565234168, -122.41021214537564)",3,Mission,owner _move_in
San Francisco,"(37.75349010461638, -122.41097242399027)",3,Mission,ellis_act_withdrawal
San Francisco,"(37.75349010461638, -122.41097242399027)",3,Mission,ellis_act_withdrawal
San Francisco,"(37.75349010461638, -122.41097242399027)",3,Mission,ellis_act_withdrawal
San Francisco,"(37.75349010461638, -122.41097242399027)",3,Mission,ellis_act_withdrawal
San Francisco,"(37.75349010461638, -122.41097242399027)",3,Mission,ellis_act_withdrawal
San Francisco,"(37.75349010461638, -122.41097242399027)",3,Mission,ellis_act_withdrawal
San Francisco,"(37.75349010461638, -122.41097242399027)",3,Mission,ellis_act_withdrawal
San Francisco,"(37.75349010461638, -122.41097242399027)",3,Mission,ellis_act_withdrawal
San Francisco,"(37.75244836363184, -122.42150560125395)",3,Mission,owner _move_in
San Francisco,"(37.74840805465268, -122.4110160038148)",3,Mission,nuisance
San Francisco,"(37.769574997822986, -122.42022456068814)",2,Mission,non_pay
San Francisco,"(37.769067424965286, -122.42092662505432)",2,Mission,ellis_act_withdrawal
San Francisco,"(37.769067424965286, -122.42092662505432)",2,Mission,ellis_act_withdrawal
San Francisco,"(37.769067424965286, -122.42092662505432)",2,Mission,ellis_act_withdrawal
San Francisco,"(37.750356200703834, -122.42207637560729)",2,Mission,ellis_act_withdrawal
San Francisco,"(37.750356200703834, -122.42207637560729)",2,Mission,ellis_act_withdrawal
San Francisco,"(37.76288604158542, -122.41939102643107)",2,Mission,breach
San Francisco,"(37.76103144312304, -122.41935164241879)",2,Mission,breach
San Francisco,"(37.76103144312304, -122.41935164241879)",2,Mission,non_pay
San Francisco,"(37.75943812408999, -122.41906033960944)",2,Mission,nuisance
San Francisco,"(37.75470643581013, -122.41751346540647)",2,Mission,capital _improvement
San Francisco,"(37.7649119120228, -122.42106518285452)",2,Mission,late _payments
San Francisco,"(37.75637764857812, -122.42318399539347)",1,Mission,capital _improvement
San Francisco,"(37.75348155677673, -122.41111036248228)",1,Mission,owner _move_in
San Francisco,"(37.800029851151685, -122.44200077998426)",12,Marina,late _payments
San Francisco,"(37.800029851151685, -122.44200077998426)",12,Marina,nuisance
San Francisco,"(37.80612330603008, -122.43870489512038)",12,Marina,nuisance
San Francisco,"(37.79943433802955, -122.42500300033913)",11,Marina,nuisance
San Francisco,"(37.796620178464465, -122.4396115343607)",10,Marina,breach
San Francisco,"(37.8026786425363, -122.43834826895961)",10,Marina,late _payments
San Francisco,"(37.8026786425363, -122.43834826895961)",10,Marina,late _payments
San Francisco,"(37.7986478732817, -122.44537036700757)",10,Marina,capital _improvement
San Francisco,"(37.800666721219585, -122.44120448942861)",9,Marina,breach
San Francisco,"(37.79984856710263, -122.4342935872639)",9,Marina,nuisance
San Francisco,"(37.801382030357026, -122.44306071697262)",8,Marina,breach
San Francisco,"(37.801382030357026, -122.44306071697262)",8,Marina,nuisance
San Francisco,"(37.798062779245996, -122.42405842434847)",8,Marina,nuisance
San Francisco,"(37.79837464028507, -122.43996622448948)",8,Marina,owner _move_in
San Francisco,"(37.801775030857705, -122.42480656282825)",7,Marina,nuisance
San Francisco,"(37.8038740286953, -122.43433591580323)",7,Marina,nuisance
San Francisco,"(37.796431013260104, -122.42608226390693)",6,Marina,owner _move_in
San Francisco,"(37.801775030857705, -122.42480656282825)",5,Marina,breach
San Francisco,"(37.80558682116212, -122.43912072517519)",5,Marina,ellis_act_withdrawal
San Francisco,"(37.80558682116212, -122.43912072517519)",5,Marina,ellis_act_withdrawal
San Francisco,"(37.796301374376235, -122.44543591346294)",3,Marina,owner _move_in
San Francisco,"(37.79805990189859, -122.4433140805964)",3,Marina,nuisance
San Francisco,"(37.79734579513314, -122.43145534404681)",2,Marina,breach
San Francisco,"(37.79734579513314, -122.43145534404681)",2,Marina,nuisance
San Francisco,"(37.778763234694715, -122.44202783086064)",10,Lone Mountain/USF,owner _move_in
San Francisco,"(37.78155531176855, -122.44255898310887)",9,Lone Mountain/USF,nuisance
San Francisco,"(37.77842865132811, -122.45361181198759)",6,Lone Mountain/USF,owner _move_in
San Francisco,"(37.77345671535663, -122.44606537510224)",6,Lone Mountain/USF,non_pay
San Francisco,"(37.77345671535663, -122.44606537510224)",6,Lone Mountain/USF,nuisance
San Francisco,"(37.77617555123896, -122.44396711697622)",5,Lone Mountain/USF,owner _move_in
San Francisco,"(37.77294715265483, -122.44671086446884)",5,Lone Mountain/USF,breach
San Francisco,"(37.78110840794216, -122.44547768424873)",4,Lone Mountain/USF,breach
San Francisco,"(37.77842865132811, -122.45361181198759)",4,Lone Mountain/USF,owner _move_in
San Francisco,"(37.77524504536566, -122.44378009856605)",4,Lone Mountain/USF,nuisance
San Francisco,"(37.774777329908616, -122.45833408938385)",3,Lone Mountain/USF,nuisance
San Francisco,"(37.77732310287205, -122.44251056663349)",3,Lone Mountain/USF,nuisance
San Francisco,"(37.77503283215113, -122.44544921355013)",3,Lone Mountain/USF,owner _move_in
San Francisco,"(37.778370223035886, -122.44518290696212)",2,Lone Mountain/USF,owner _move_in
San Francisco,"(37.78025120545582, -122.4446345588315)",1,Lone Mountain/USF,owner _move_in
San Francisco,"(37.720118807815574, -122.48296806448134)",10,Lakeshore,breach
San Francisco,"(37.719808873005974, -122.47932870970834)",10,Lakeshore,breach
San Francisco,"(37.718397286358744, -122.47757804252308)",10,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",10,Lakeshore,breach
San Francisco,"(37.72012458797105, -122.48310616879156)",10,Lakeshore,breach
San Francisco,"(37.72012458797105, -122.48310616879156)",10,Lakeshore,breach
San Francisco,"(37.71920189671279, -122.48466650001843)",10,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",10,Lakeshore,nuisance
San Francisco,"(37.71671947850345, -122.47754284360431)",10,Lakeshore,breach
San Francisco,"(37.71596331147881, -122.48155199044118)",10,Lakeshore,breach
San Francisco,"(37.71554929599822, -122.48085847008448)",10,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",10,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",10,Lakeshore,breach
San Francisco,"(37.719887769292, -122.47558627462392)",10,Lakeshore,breach
San Francisco,"(37.720118807815574, -122.48296806448134)",9,Lakeshore,breach
San Francisco,"(37.717382157805226, -122.47928036935627)",9,Lakeshore,breach
San Francisco,"(37.716019067763526, -122.47797589776226)",9,Lakeshore,breach
San Francisco,"(37.715668466094236, -122.48403138269013)",9,Lakeshore,breach
San Francisco,"(37.72012458797105, -122.48310616879156)",9,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",9,Lakeshore,breach
San Francisco,"(37.71751346803292, -122.48059457480959)",9,Lakeshore,breach
San Francisco,"(37.71751346803292, -122.48059457480959)",9,Lakeshore,breach
San Francisco,"(37.71751346803292, -122.48059457480959)",9,Lakeshore,breach
San Francisco,"(37.71616377759888, -122.48244525853303)",9,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",9,Lakeshore,breach
San Francisco,"(37.719762860772285, -122.48385230270067)",8,Lakeshore,breach
San Francisco,"(37.715668466094236, -122.48403138269013)",8,Lakeshore,breach
San Francisco,"(37.715668466094236, -122.48403138269013)",8,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",8,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",8,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",8,Lakeshore,breach
San Francisco,"(37.72036960153002, -122.48218723702945)",8,Lakeshore,breach
San Francisco,"(37.72036960153002, -122.48218723702945)",8,Lakeshore,breach
San Francisco,"(37.72012458797105, -122.48310616879156)",8,Lakeshore,breach
San Francisco,"(37.72004263348048, -122.47754261417708)",8,Lakeshore,breach
San Francisco,"(37.71971920585343, -122.47678150497299)",8,Lakeshore,breach
San Francisco,"(37.71968749513798, -122.47632781558012)",8,Lakeshore,breach
San Francisco,"(37.71945410158369, -122.48315061797776)",8,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",8,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",8,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",8,Lakeshore,breach
San Francisco,"(37.71839710611089, -122.48322065248695)",8,Lakeshore,breach
San Francisco,"(37.71816249680944, -122.47629028734025)",8,Lakeshore,breach
San Francisco,"(37.71816249680944, -122.47629028734025)",8,Lakeshore,breach
San Francisco,"(37.71751589053818, -122.47482721577205)",8,Lakeshore,breach
San Francisco,"(37.71750271781536, -122.48237686457763)",8,Lakeshore,breach
San Francisco,"(37.71746280191635, -122.4793742747656)",8,Lakeshore,breach
San Francisco,"(37.71741710510966, -122.48066097526849)",8,Lakeshore,breach
San Francisco,"(37.71741710510966, -122.48066097526849)",8,Lakeshore,breach
San Francisco,"(37.71740699668959, -122.47480896626419)",8,Lakeshore,breach
San Francisco,"(37.71740699668959, -122.47480896626419)",8,Lakeshore,breach
San Francisco,"(37.71643640083831, -122.47509247803765)",8,Lakeshore,breach
San Francisco,"(37.71627353522585, -122.48243944891465)",8,Lakeshore,breach
San Francisco,"(37.71621109111555, -122.47657722541055)",8,Lakeshore,breach
San Francisco,"(37.71609926455431, -122.47885100617513)",8,Lakeshore,breach
San Francisco,"(37.71609926455431, -122.47885100617513)",8,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",8,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",8,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",8,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",8,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",8,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",8,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",8,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",8,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",8,Lakeshore,breach
San Francisco,"(37.71536226762444, -122.47380713738089)",8,Lakeshore,breach
San Francisco,"(37.71536226762444, -122.47380713738089)",8,Lakeshore,breach
San Francisco,"(37.7133177847632, -122.47287586110279)",8,Lakeshore,breach
San Francisco,"(37.720118807815574, -122.48296806448134)",7,Lakeshore,breach
San Francisco,"(37.719137621318374, -122.48226137805918)",7,Lakeshore,breach
San Francisco,"(37.719109962217736, -122.47711636708014)",7,Lakeshore,breach
San Francisco,"(37.718486831555495, -122.48388985646045)",7,Lakeshore,breach
San Francisco,"(37.716673117338274, -122.47417368490258)",7,Lakeshore,breach
San Francisco,"(37.715668466094236, -122.48403138269013)",7,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",7,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",7,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",7,Lakeshore,breach
San Francisco,"(37.71971920585343, -122.47678150497299)",7,Lakeshore,breach
San Francisco,"(37.71945410158369, -122.48315061797776)",7,Lakeshore,breach
San Francisco,"(37.71944832748139, -122.48301251451178)",7,Lakeshore,breach
San Francisco,"(37.71920189671279, -122.48466650001843)",7,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",7,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",7,Lakeshore,breach
San Francisco,"(37.71751346803292, -122.48059457480959)",7,Lakeshore,breach
San Francisco,"(37.71751346803292, -122.48059457480959)",7,Lakeshore,breach
San Francisco,"(37.71751346803292, -122.48059457480959)",7,Lakeshore,breach
San Francisco,"(37.71746280191635, -122.4793742747656)",7,Lakeshore,breach
San Francisco,"(37.71741710510966, -122.48066097526849)",7,Lakeshore,breach
San Francisco,"(37.71741710510966, -122.48066097526849)",7,Lakeshore,breach
San Francisco,"(37.71740699668959, -122.47480896626419)",7,Lakeshore,breach
San Francisco,"(37.71621109111555, -122.47657722541055)",7,Lakeshore,breach
San Francisco,"(37.71609926455431, -122.47885100617513)",7,Lakeshore,breach
San Francisco,"(37.71609926455431, -122.47885100617513)",7,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",7,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",7,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",7,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",7,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",7,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",7,Lakeshore,breach
San Francisco,"(37.71519484575845, -122.47894377329499)",7,Lakeshore,breach
San Francisco,"(37.71519484575845, -122.47894377329499)",7,Lakeshore,breach
San Francisco,"(37.7133177847632, -122.47287586110279)",7,Lakeshore,breach
San Francisco,"(37.719401814582355, -122.47813089038084)",6,Lakeshore,breach
San Francisco,"(37.718946680182086, -122.47518843907152)",6,Lakeshore,breach
San Francisco,"(37.717382157805226, -122.47928036935627)",6,Lakeshore,nuisance
San Francisco,"(37.716673117338274, -122.47417368490258)",6,Lakeshore,breach
San Francisco,"(37.716673117338274, -122.47417368490258)",6,Lakeshore,breach
San Francisco,"(37.715668466094236, -122.48403138269013)",6,Lakeshore,breach
San Francisco,"(37.715668466094236, -122.48403138269013)",6,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",6,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",6,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",6,Lakeshore,breach
San Francisco,"(37.72012458797105, -122.48310616879156)",6,Lakeshore,breach
San Francisco,"(37.72012458797105, -122.48310616879156)",6,Lakeshore,nuisance
San Francisco,"(37.71971920585343, -122.47678150497299)",6,Lakeshore,breach
San Francisco,"(37.71945410158369, -122.48315061797776)",6,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",6,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",6,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",6,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",6,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",6,Lakeshore,breach
San Francisco,"(37.71839710611089, -122.48322065248695)",6,Lakeshore,breach
San Francisco,"(37.71816249680944, -122.47629028734025)",6,Lakeshore,breach
San Francisco,"(37.71751589053818, -122.47482721577205)",6,Lakeshore,breach
San Francisco,"(37.71746280191635, -122.4793742747656)",6,Lakeshore,breach
San Francisco,"(37.71741710510966, -122.48066097526849)",6,Lakeshore,breach
San Francisco,"(37.71741710510966, -122.48066097526849)",6,Lakeshore,breach
San Francisco,"(37.71740699668959, -122.47480896626419)",6,Lakeshore,breach
San Francisco,"(37.71740699668959, -122.47480896626419)",6,Lakeshore,breach
San Francisco,"(37.71621109111555, -122.47657722541055)",6,Lakeshore,breach
San Francisco,"(37.71609926455431, -122.47885100617513)",6,Lakeshore,breach
San Francisco,"(37.71609926455431, -122.47885100617513)",6,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",6,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",6,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",6,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",6,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",6,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",6,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",6,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",6,Lakeshore,breach
San Francisco,"(37.71519484575845, -122.47894377329499)",6,Lakeshore,breach
San Francisco,"(37.71519484575845, -122.47894377329499)",6,Lakeshore,breach
San Francisco,"(37.71323913181143, -122.47297240046355)",6,Lakeshore,breach
San Francisco,"(37.7133177847632, -122.47287586110279)",6,Lakeshore,breach
San Francisco,"(37.720118807815574, -122.48296806448134)",5,Lakeshore,breach
San Francisco,"(37.717148351485896, -122.47565531707598)",5,Lakeshore,breach
San Francisco,"(37.716703423987134, -122.48485230077682)",5,Lakeshore,breach
San Francisco,"(37.716673117338274, -122.47417368490258)",5,Lakeshore,breach
San Francisco,"(37.716673117338274, -122.47417368490258)",5,Lakeshore,breach
San Francisco,"(37.715668466094236, -122.48403138269013)",5,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",5,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",5,Lakeshore,breach
San Francisco,"(37.71971920585343, -122.47678150497299)",5,Lakeshore,breach
San Francisco,"(37.71950878731278, -122.47607876452751)",5,Lakeshore,breach
San Francisco,"(37.71945410158369, -122.48315061797776)",5,Lakeshore,breach
San Francisco,"(37.71944832748139, -122.48301251451178)",5,Lakeshore,breach
San Francisco,"(37.71911837844228, -122.48048461062011)",5,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",5,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",5,Lakeshore,breach
San Francisco,"(37.71751589053818, -122.47482721577205)",5,Lakeshore,breach
San Francisco,"(37.71751346803292, -122.48059457480959)",5,Lakeshore,breach
San Francisco,"(37.71746280191635, -122.4793742747656)",5,Lakeshore,breach
San Francisco,"(37.71741710510966, -122.48066097526849)",5,Lakeshore,breach
San Francisco,"(37.71671947850345, -122.47754284360431)",5,Lakeshore,breach
San Francisco,"(37.71627353522585, -122.48243944891465)",5,Lakeshore,breach
San Francisco,"(37.71621109111555, -122.47657722541055)",5,Lakeshore,breach
San Francisco,"(37.71618601853598, -122.47876617004187)",5,Lakeshore,breach
San Francisco,"(37.71563204091311, -122.48076750924336)",5,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",5,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",5,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",5,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",5,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",5,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",5,Lakeshore,breach
San Francisco,"(37.71554505295899, -122.47362991995713)",5,Lakeshore,breach
San Francisco,"(37.71551942863132, -122.48247808067781)",5,Lakeshore,breach
San Francisco,"(37.71519484575845, -122.47894377329499)",5,Lakeshore,breach
San Francisco,"(37.71323913181143, -122.47297240046355)",5,Lakeshore,breach
San Francisco,"(37.71323913181143, -122.47297240046355)",5,Lakeshore,breach
San Francisco,"(37.7133177847632, -122.47287586110279)",5,Lakeshore,breach
San Francisco,"(37.719109962217736, -122.47711636708014)",4,Lakeshore,breach
San Francisco,"(37.719109962217736, -122.47711636708014)",4,Lakeshore,breach
San Francisco,"(37.718486831555495, -122.48388985646045)",4,Lakeshore,breach
San Francisco,"(37.716673117338274, -122.47417368490258)",4,Lakeshore,breach
San Francisco,"(37.715668466094236, -122.48403138269013)",4,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",4,Lakeshore,breach
San Francisco,"(37.72083184136464, -122.48306644173614)",4,Lakeshore,breach
San Francisco,"(37.71945410158369, -122.48315061797776)",4,Lakeshore,breach
San Francisco,"(37.71944832748139, -122.48301251451178)",4,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",4,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",4,Lakeshore,breach
San Francisco,"(37.71901186772143, -122.48045074948287)",4,Lakeshore,breach
San Francisco,"(37.71839710611089, -122.48322065248695)",4,Lakeshore,breach
San Francisco,"(37.71751589053818, -122.47482721577205)",4,Lakeshore,breach
San Francisco,"(37.71751346803292, -122.48059457480959)",4,Lakeshore,breach
San Francisco,"(37.71746280191635, -122.4793742747656)",4,Lakeshore,breach
San Francisco,"(37.71741710510966, -122.48066097526849)",4,Lakeshore,breach
San Francisco,"(37.71740699668959, -122.47480896626419)",4,Lakeshore,breach
San Francisco,"(37.71671947850345, -122.47754284360431)",4,Lakeshore,breach
San Francisco,"(37.71618601853598, -122.47876617004187)",4,Lakeshore,breach
San Francisco,"(37.71609926455431, -122.47885100617513)",4,Lakeshore,breach
San Francisco,"(37.71609926455431, -122.47885100617513)",4,Lakeshore,breach
